p[0],p[1]
0.1309814453125,0.1549072265625
0.3089599609375,0.3463134765625
0.3048095703125,0.3817138671875
0.240478515625,0.24560546875
0.0823974609375,0.1058349609375
0.22900390625,0.2325439453125
0.2579345703125,0.2603759765625
0.20458984375,0.2203369140625
0.1318359375,0.1328125
0.0972900390625,0.1048583984375
0.349609375,0.3612060546875
0.31103515625,0.3262939453125
0.132568359375,0.128662109375
0.326416015625,0.3675537109375
0.1075439453125,0.123779296875
0.2318115234375,0.235107421875
0.3095703125,0.323486328125
0.1253662109375,0.145263671875
0.077392578125,0.16796875
0.3162841796875,0.3856201171875
0.2862548828125,0.3675537109375
0.078125,0.102783203125
0.2989501953125,0.3028564453125
0.08251953125,0.0982666015625
0.2371826171875,0.2742919921875
0.0966796875,0.12646484375
0.056640625,0.14404296875
0.1004638671875,0.109375
0.21337890625,0.223388671875
0.12109375,0.15966796875
0.1937255859375,0.1949462890625
0.103759765625,0.1279296875
0.2713623046875,0.300048828125
0.048583984375,0.1533203125
0.263916015625,0.26611328125
0.054443359375,0.1273193359375
0.1290283203125,0.1400146484375
0.0657958984375,0.0882568359375
0.173095703125,0.2484130859375
0.2855224609375,0.2935791015625
0.305419921875,0.321533203125
0.2890625,0.2994384765625
0.2890625,0.29052734375
0.11767578125,0.1253662109375
0.12109375,0.1297607421875
0.1533203125,0.2227783203125
0.1341552734375,0.2200927734375
0.1824951171875,0.290771484375
0.2462158203125,0.28564453125
0.3060302734375,0.3218994140625
0.2213134765625,0.2237548828125
0.2767333984375,0.38134765625
0.2806396484375,0.3291015625
0.10546875,0.1038818359375
0.13720703125,0.1343994140625
0.228515625,0.2611083984375
0.3013916015625,0.34033203125
0.2874755859375,0.28466796875
0.2415771484375,0.3616943359375
0.10302734375,0.1341552734375
0.2412109375,0.2518310546875
0.2415771484375,0.298095703125
0.1407470703125,0.140625
0.1339111328125,0.1376953125
0.06982421875,0.1051025390625
0.3209228515625,0.3480224609375
0.2735595703125,0.270263671875
0.287841796875,0.330078125
0.0780029296875,0.09130859375
0.2867431640625,0.29296875
0.242919921875,0.2752685546875
0.05224609375,0.082275390625
0.08447265625,0.1094970703125
0.0997314453125,0.1461181640625
0.1011962890625,0.111083984375
0.27490234375,0.2978515625
0.34814453125,0.3599853515625
0.2593994140625,0.3323974609375
0.08251953125,0.097412109375
0.08544921875,0.0908203125
0.0875244140625,0.0999755859375
0.054931640625,0.085693359375
0.075439453125,0.093994140625
0.170654296875,0.1767578125
0.1348876953125,0.139404296875
0.297607421875,0.3089599609375
0.0565185546875,0.0863037109375
0.263916015625,0.2989501953125
0.2174072265625,0.4139404296875
0.25146484375,0.2764892578125
0.0919189453125,0.1368408203125
0.087890625,0.1158447265625
0.2706298828125,0.2967529296875
0.128173828125,0.135009765625
0.2860107421875,0.3990478515625
0.1068115234375,0.11181640625
0.25,0.3199462890625
0.3194580078125,0.34912109375
0.2625732421875,0.27587890625
0.0875244140625,0.124755859375
